ctrl-1_FRAS202101646-1r_aligned.sam	ctrl-2_FRAS202101647-1r_aligned.sam	ctrl-3_FRAS202101648-1r_aligned.sam	ctrl-4_FRAS202101649-1r_aligned.sam	AKG-1_FRAS202101650-1r_aligned.sam	AKG-2_FRAS202101651-1r_aligned.sam	AKG-3_FRAS202101652-1r_aligned.sam	AKG-4_FRAS202101653-1r_aligned.sam	Pyr-1_FRAS202101654-1r_aligned.sam	Pyr-2_FRAS202101655-1r_aligned.sam	Pyr-3_FRAS202101656-1r_aligned.sam	Pyr-4_FRAS202101657-1r_aligned.sam	Length
ENSG00000219712	0	0	0	0	0	1	1	0	3	0	0	0	1227
ENSG00000272463	0	0	0	0	0	0	0	0	0	0	0	0	2814
ENSG00000271727	0	1	0	0	0	0	0	0	0	1	0	0	423
ENSG00000271911	0	0	0	0	0	2	0	0	0	0	0	0	2055
ENSG00000272485	0	0	0	0	0	0	0	0	0	0	0	0	2436
ENSG00000276687	0	0	0	0	0	0	0	0	0	0	0	0	1965
ENSG00000278343	0	0	0	0	0	0	0	0	0	0	0	0	404
ENSG00000270937	0	0	0	0	0	0	0	0	0	0	0	0	732
ENSG00000176515	0	0	0	0	0	0	0	0	0	0	0	0	3435
ENSG00000164379	0	0	0	0	0	0	0	0	0	0	0	0	1715
ENSG00000281809	0	0	0	0	0	0	0	0	0	0	0	0	413
ENSG00000261730	0	0	0	0	0	0	0	0	0	0	0	0	1277
ENSG00000137273	0	0	0	0	0	0	0	0	0	0	0	0	2187
ENSG00000275859	0	0	0	0	0	0	0	0	0	0	0	0	98
ENSG00000243439	0	0	0	0	0	0	0	0	0	0	0	0	277
ENSG00000218027	1	0	0	0	0	0	0	0	0	0	1	1	1592
ENSG00000272279	0	0	0	0	0	0	0	0	0	0	0	0	548
ENSG00000280916	0	0	0	0	0	0	0	0	0	0	0	0	333
ENSG00000054598	1	0	0	0	0	0	0	0	0	0	0	0	3926
ENSG00000112699	140	158	170	159	163	129	185	157	142	140	224	280	4304
ENSG00000250903	18	19	34	25	25	13	19	20	18	24	26	29	13177
ENSG00000236086	2	2	0	0	0	0	1	0	3	0	0	0	262
ENSG00000266252	0	0	0	0	0	0	1	0	0	0	0	0	100
ENSG00000272465	0	1	0	1	0	0	1	0	0	0	0	0	701
ENSG00000280423	0	0	0	0	0	0	0	0	0	0	0	0	2197
ENSG00000164385	0	0	0	0	0	0	0	0	0	0	0	0	2434
ENSG00000228718	0	0	0	0	0	0	0	0	0	0	0	0	834
ENSG00000145949	5	8	2	14	3	7	13	11	4	10	10	10	5806
ENSG00000124535	1294	1178	1355	1149	1083	1009	1108	1091	1156	1224	1509	1786	3877
ENSG00000021355	1540	1292	1422	1216	1321	1256	1276	1137	1168	1159	1244	1233	3094
ENSG00000266750	0	0	0	0	0	0	0	1	0	0	0	0	77
ENSG00000230438	1	5	1	2	0	2	2	1	2	2	7	1	1460
ENSG00000170542	1440	1223	1264	1295	1331	1400	1381	1301	1275	1147	1165	1108	4118
ENSG00000232999	0	0	0	0	0	0	0	0	0	0	0	0	193
ENSG00000228365	0	0	0	0	0	0	0	0	0	0	0	0	484
ENSG00000124570	2474	2105	2417	2194	2115	2227	2328	2249	2131	2518	2837	2925	4729
ENSG00000244041	119	124	146	139	121	117	158	106	135	105	167	175	2811
ENSG00000124588	3101	2566	2894	2526	2348	2413	2492	2598	2587	2743	2874	3043	11558
ENSG00000224846	2	2	1	1	8	5	2	0	6	3	6	5	539
ENSG00000271361	0	0	0	0	0	0	0	0	0	0	0	0	631
ENSG00000274855	0	0	0	0	0	0	0	0	0	0	0	0	106
ENSG00000232654	0	0	0	0	1	0	0	0	0	0	0	3	417
ENSG00000217707	0	1	0	0	0	0	0	0	0	0	0	0	377
ENSG00000229282	3	0	1	0	1	0	3	2	1	0	3	4	398
ENSG00000137275	1043	1038	1084	1087	861	997	1029	986	1247	1116	1238	1448	4231
ENSG00000272277	12	9	8	23	7	1	8	12	6	5	23	45	850
ENSG00000222248	2	0	5	2	1	2	2	4	2	1	3	2	124
ENSG00000137274	91	93	80	77	111	87	92	76	76	100	86	96	5780
ENSG00000228170	0	0	0	0	0	0	0	0	0	0	0	0	695
ENSG00000137267	381	343	343	424	346	366	350	377	423	401	751	753	1727
ENSG00000216819	0	0	0	0	0	0	0	0	0	2	2	1	871
ENSG00000230269	42	22	30	24	17	32	32	31	37	33	36	39	1505
ENSG00000137285	91	76	112	97	107	99	116	86	64	102	123	139	2194
ENSG00000180822	757	669	732	650	656	619	624	604	623	747	968	1113	10418
ENSG00000137266	489	475	497	501	495	559	523	481	495	451	642	706	8898
ENSG00000272320	32	26	33	15	21	29	23	21	15	19	15	43	1989
ENSG00000228793	1	0	0	1	0	3	0	1	1	1	1	2	789
ENSG00000270477	0	1	0	0	1	0	0	0	0	0	0	0	153
ENSG00000168994	0	1	3	4	0	1	0	0	0	0	1	0	2474
ENSG00000270504	0	0	0	0	0	0	0	0	0	0	0	0	2761
ENSG00000219992	0	0	0	0	0	0	0	0	0	0	0	0	436
ENSG00000238158	0	0	0	0	0	0	0	0	0	0	0	0	629
ENSG00000145945	3	3	0	1	0	2	0	0	0	1	2	0	1932
ENSG00000233068	0	0	0	0	0	0	0	0	0	0	0	0	642
ENSG00000260604	16	9	18	15	5	13	7	7	3	14	13	14	7060
ENSG00000218472	0	0	0	0	0	0	0	0	0	0	0	0	371
ENSG00000217135	0	0	0	0	0	0	0	0	0	0	0	0	300
ENSG00000217566	0	0	0	0	0	0	0	0	0	0	0	0	520
ENSG00000216657	22	18	15	10	19	9	16	9	17	32	14	16	1038
ENSG00000279926	19	10	15	17	12	14	25	14	9	12	10	12	1458
ENSG00000272248	4	3	7	12	3	4	8	8	15	7	3	11	490
ENSG00000230648	0	2	0	4	1	2	4	4	4	4	3	5	209
ENSG00000112739	5734	5420	6244	5143	5155	5151	5088	5247	6049	5919	4903	5604	7859
ENSG00000145975	12	13	10	4	15	18	15	6	19	9	11	25	3138
ENSG00000185689	16	12	16	7	7	15	8	9	14	9	11	5	3319
ENSG00000198721	1030	964	1112	967	994	913	1103	847	1029	899	1296	1302	4579
ENSG00000254821	2	0	0	1	0	1	1	0	2	0	1	0	640
ENSG00000234817	11	11	6	7	6	6	11	2	12	18	11	8	2277
ENSG00000237716	0	0	0	0	0	0	0	0	0	0	0	0	266
ENSG00000216307	1	0	1	1	0	0	0	0	0	0	0	0	691
ENSG00000231811	0	0	0	0	0	0	0	0	0	0	0	0	329
ENSG00000201185	0	0	0	0	0	0	0	0	0	0	0	0	119
ENSG00000260239	0	0	0	0	0	1	0	0	0	0	0	0	2272
ENSG00000270695	0	0	0	0	0	0	0	0	0	0	0	0	287
ENSG00000260673	0	0	0	0	0	0	0	0	0	0	0	0	573
ENSG00000205444	0	0	0	0	0	0	0	0	0	0	0	0	484
ENSG00000217385	0	0	0	0	0	0	0	0	0	0	0	0	1317
ENSG00000153046	1180	1063	1202	1070	1024	971	1142	1041	1124	1060	1248	1342	4531
ENSG00000236336	0	0	0	0	0	0	0	0	0	0	0	0	369
ENSG00000217030	0	0	0	0	0	0	0	0	0	0	0	0	423
ENSG00000124787	565	503	590	540	463	350	422	372	451	506	363	396	1962
ENSG00000272142	20	33	38	22	18	24	21	20	26	26	21	24	1489
ENSG00000271978	19	15	12	15	21	13	25	21	19	17	20	16	3273
ENSG00000220685	19	19	13	18	15	12	9	11	17	17	18	23	1188
ENSG00000219607	9	8	13	6	6	8	7	6	5	8	8	12	4907
ENSG00000214113	785	696	868	750	605	627	759	640	737	745	917	939	9443
ENSG00000265083	0	0	0	0	1	0	0	0	0	0	1	0	90
ENSG00000280624	0	1	0	1	0	0	0	0	0	0	0	0	70
ENSG00000145982	375	309	349	334	293	300	317	283	294	373	415	398	2351
ENSG00000220446	0	0	0	1	1	0	0	1	0	2	1	0	359
ENSG00000269985	4	0	4	3	1	3	2	1	3	2	3	2	1333
ENSG00000218574	0	0	0	0	0	1	0	0	0	0	0	0	969
ENSG00000270174	1	0	0	0	2	1	1	1	1	2	1	1	806
ENSG00000217239	1	1	1	2	0	0	0	0	1	0	0	0	354
ENSG00000216360	1	0	0	0	1	0	0	3	0	0	0	2	946
ENSG00000233064	0	0	0	0	0	0	0	0	0	1	0	0	411
ENSG00000239472	0	1	0	0	0	0	0	0	0	0	0	0	281
ENSG00000215057	0	0	0	0	0	0	0	0	0	0	0	0	1601
ENSG00000124785	0	0	0	0	1	0	0	0	0	0	2	0	2328
ENSG00000124491	0	0	1	0	0	0	0	0	0	0	0	0	4690
ENSG00000263572	0	0	0	0	0	0	0	0	0	0	0	0	132
ENSG00000216863	2	6	11	3	7	11	8	7	5	10	10	3	5603
ENSG00000241216	0	0	0	0	0	0	0	0	0	0	0	0	301
ENSG00000218868	0	0	0	0	0	0	0	0	0	0	0	0	935
ENSG00000112799	0	0	0	0	0	0	1	0	0	0	0	2	1254
ENSG00000261211	103	90	118	74	85	77	83	69	59	110	100	109	3325
ENSG00000279368	45	37	55	41	50	51	23	42	31	56	42	53	1837
ENSG00000226281	0	7	1	3	5	3	3	4	2	4	2	2	568
ENSG00000224532	0	0	0	0	0	0	0	0	0	0	0	0	506
ENSG00000219986	0	0	0	0	0	0	0	0	0	0	0	0	488
ENSG00000223342	0	0	0	0	0	0	0	0	0	0	0	0	933
ENSG00000240936	0	0	0	0	0	0	0	0	0	0	0	0	292
ENSG00000203498	0	0	0	0	0	0	0	0	0	0	0	0	517
ENSG00000124782	2193	2229	2402	2332	1914	2203	2206	2115	2096	1967	2659	3223	17254
ENSG00000225092	7	1	5	3	1	6	3	3	5	2	7	5	1676
ENSG00000201483	0	2	0	0	0	0	0	0	0	0	0	0	105
ENSG00000124783	4398	3984	4523	3613	4076	3781	4113	3959	3984	3749	3207	3447	11349
ENSG00000238221	3	8	2	2	4	2	3	1	3	0	0	3	500
ENSG00000164304	5	1	7	4	1	7	6	5	0	2	4	12	3512
ENSG00000219375	0	0	0	0	0	0	0	0	0	0	0	0	391
ENSG00000220472	91	90	104	79	84	73	72	80	78	75	104	103	730
ENSG00000230570	0	0	0	0	0	0	0	0	0	0	0	0	1203
ENSG00000124784	1380	1223	1480	1243	1024	1178	1264	1133	1497	1410	1277	1325	3237
ENSG00000233503	0	0	0	1	0	0	1	0	0	0	0	1	1501
ENSG00000219993	0	0	0	0	0	0	0	0	0	0	0	0	347
ENSG00000234115	0	0	0	0	0	0	0	0	0	1	0	0	1241
ENSG00000261189	0	0	0	0	0	0	0	0	0	0	0	0	888
ENSG00000096696	13	3	4	2	2	2	3	3	17	2	9	5	10093
ENSG00000168566	1686	1455	1676	1368	1501	1482	1466	1506	1368	1435	1024	1207	5836
ENSG00000236512	0	0	1	0	0	0	0	1	0	0	1	0	457
ENSG00000153162	0	0	0	0	2	0	1	0	0	0	0	3	2780
ENSG00000239264	55	47	60	75	46	85	67	68	65	57	203	271	4387
ENSG00000259040	0	0	0	0	0	0	0	0	0	0	0	0	3030
ENSG00000217746	0	0	0	0	0	0	0	0	0	0	0	0	893
ENSG00000219294	0	0	2	0	2	1	0	1	0	1	2	2	1656
ENSG00000188428	829	726	802	658	598	635	649	619	653	638	587	594	3315
ENSG00000265818	0	0	0	0	0	0	0	0	0	0	0	0	768
ENSG00000282913	0	0	0	0	0	0	0	0	0	0	0	0	273
ENSG00000124802	1110	934	1125	828	936	805	1001	841	975	929	926	895	2107
ENSG00000232234	0	0	0	0	0	0	0	0	0	0	0	0	400
ENSG00000234763	0	0	0	0	0	0	0	0	0	0	0	0	746
ENSG00000124786	506	503	491	406	388	436	431	431	415	414	412	443	2137
ENSG00000251164	0	0	0	0	0	0	0	0	0	0	0	0	556
ENSG00000276019	0	0	0	0	0	0	0	0	0	0	0	0	240
ENSG00000230939	1	0	0	1	0	0	2	4	0	0	0	0	489
ENSG00000225775	0	0	0	0	0	0	0	0	0	0	0	0	661
ENSG00000181355	0	0	0	0	0	0	0	0	0	1	0	0	4807
ENSG00000216368	0	0	0	0	0	0	0	0	0	0	0	0	802
ENSG00000229765	0	0	0	0	0	0	0	0	0	0	0	0	482
ENSG00000221583	0	0	0	0	0	0	0	0	0	0	0	0	126
ENSG00000275271	0	0	0	0	0	0	0	0	0	0	2	0	109
ENSG00000216781	0	0	0	0	0	0	0	0	0	0	0	0	675
ENSG00000137203	48	20	41	34	38	39	39	40	33	47	43	50	8245
ENSG00000229950	0	0	0	0	0	0	0	0	0	0	0	0	1692
ENSG00000228478	0	0	0	0	0	0	0	0	0	0	0	0	539
ENSG00000183674	0	0	0	0	0	0	0	0	0	0	0	1	1895
ENSG00000229401	0	0	0	0	1	0	0	0	0	0	0	0	860
ENSG00000263705	0	0	0	0	0	0	0	0	0	0	0	0	78
ENSG00000238076	0	0	1	0	0	0	0	0	0	0	0	0	636
ENSG00000231056	0	0	0	0	0	0	0	0	0	0	0	0	256
ENSG00000111846	43	25	26	31	26	37	36	39	26	31	31	35	9052
ENSG00000237685	0	0	0	1	0	0	0	0	0	0	0	1	1475
ENSG00000216359	0	0	1	0	0	0	0	0	0	0	0	0	692
ENSG00000217181	1	0	0	0	0	1	0	0	0	0	0	0	479
ENSG00000205318	0	0	0	0	0	0	0	0	0	0	0	0	934
ENSG00000137434	52	37	78	53	41	37	50	37	63	66	59	101	884
ENSG00000201048	0	1	0	0	0	0	0	0	1	0	0	1	111
ENSG00000111845	1810	1588	1864	1618	1411	1460	1674	1527	1759	1938	1542	1663	1800
ENSG00000111843	4056	3494	4134	3481	3750	3393	3741	3424	2983	3017	3512	3787	1321
ENSG00000272097	11	8	21	8	18	8	8	13	15	6	10	8	1471
ENSG00000137210	3561	2987	3493	2630	3274	2786	3082	2955	2782	3038	2663	2656	4815
ENSG00000272162	0	0	0	0	0	0	0	0	0	0	0	0	1589
ENSG00000222383	7	3	4	1	4	5	4	2	4	2	6	12	136
ENSG00000111837	96	69	100	83	92	91	100	97	87	116	84	66	4226
ENSG00000124827	0	0	1	1	0	0	2	0	3	0	0	2	2441
ENSG00000235051	0	0	0	0	0	0	1	0	0	0	0	0	666
ENSG00000153157	377	338	330	340	413	419	439	407	358	335	331	340	3962
ENSG00000197977	69	43	58	44	64	84	70	85	74	50	59	47	3997
ENSG00000274541	0	0	0	1	0	0	0	0	0	0	0	0	303
ENSG00000230314	0	0	0	0	0	0	0	0	1	0	0	0	1587
ENSG00000224531	1324	1124	1290	978	983	923	1061	967	1014	987	921	1021	4688
ENSG00000244476	7	9	7	6	1	5	4	12	2	6	4	5	3242
ENSG00000271245	0	0	0	0	0	0	0	0	0	0	0	0	222
ENSG00000247925	0	0	0	0	0	0	0	0	0	3	0	2	704
ENSG00000111859	2	2	2	0	0	0	1	2	3	2	2	2	10359
ENSG00000233656	0	0	0	0	0	0	0	0	0	0	0	0	699
ENSG00000242753	0	0	0	0	0	0	0	0	0	0	0	0	686
ENSG00000202313	0	0	0	0	0	0	0	0	0	0	0	0	163
ENSG00000218020	0	0	0	0	0	0	0	0	0	0	0	0	2275
ENSG00000205269	14	23	34	26	31	26	26	22	23	8	14	14	8362
ENSG00000271897	0	0	0	0	0	0	0	0	0	0	0	0	430
ENSG00000277473	0	0	0	0	0	0	0	0	0	0	0	0	277
ENSG00000207419	0	0	0	0	0	0	0	0	0	0	0	0	142
ENSG00000111863	112	84	97	80	146	130	146	128	99	132	160	147	4150
ENSG00000234427	0	0	0	0	0	0	0	0	0	0	0	0	554
ENSG00000215124	0	0	0	0	0	0	0	0	0	0	0	0	1345
ENSG00000225102	0	0	0	0	0	0	0	0	0	0	0	0	276
ENSG00000229896	18	8	29	17	9	19	19	14	18	12	18	18	855
ENSG00000095951	1034	921	993	910	704	908	868	832	1053	950	886	1078	10979
ENSG00000078401	0	0	0	0	0	2	1	2	0	1	1	1	2033
ENSG00000218893	0	0	0	0	0	0	0	0	0	0	0	0	140
ENSG00000223321	0	0	0	0	0	0	0	0	0	0	0	0	296
ENSG00000212802	706	659	775	760	618	731	751	870	694	884	894	951	615
ENSG00000234015	0	0	0	0	0	0	0	0	0	0	0	0	894
ENSG00000112137	537	499	533	581	551	573	624	543	647	576	753	782	11200
ENSG00000223291	0	0	0	0	0	0	0	0	0	0	0	0	97
ENSG00000206702	0	0	0	0	0	0	0	0	0	0	0	0	164
ENSG00000215022	46	52	28	34	41	31	51	41	44	33	47	58	3115
ENSG00000145979	1153	911	1076	906	1083	818	1023	881	934	890	1015	992	8300
ENSG00000272379	0	0	0	2	0	0	0	0	0	0	0	0	473
ENSG00000145990	309	286	299	298	331	354	315	349	269	245	353	383	10686
ENSG00000237786	0	0	0	1	1	1	0	2	1	0	2	2	332
ENSG00000218265	1	0	1	2	0	0	4	2	4	2	6	4	780
ENSG00000202351	0	0	0	0	0	0	0	0	0	0	0	0	310
ENSG00000124523	310	253	309	266	223	251	227	192	237	259	304	337	6023
ENSG00000261071	0	0	0	0	0	0	0	0	0	0	0	0	1045
ENSG00000225921	2428	2066	2370	2128	1972	1953	2071	1909	2140	2602	2765	2706	1865
ENSG00000010017	3043	2711	3081	2625	2665	2536	2837	2682	2916	2886	2803	2878	3347
ENSG00000280458	1	1	1	1	1	2	1	1	0	1	2	2	62
ENSG00000050393	2181	2019	2283	2008	1782	1831	1895	1768	2016	1769	1774	2040	6057
ENSG00000272209	0	1	0	0	0	0	2	0	0	0	0	0	1143
ENSG00000180537	1448	1193	1368	1201	1308	1182	1357	1197	1241	1132	1092	1169	4090
ENSG00000220868	0	3	0	0	2	1	1	1	0	1	0	0	572
ENSG00000233981	6	8	2	1	1	7	4	3	2	0	2	7	386
ENSG00000112149	101	125	130	115	90	103	118	109	106	107	108	133	2515
ENSG00000238987	0	0	0	0	0	0	0	0	0	0	0	0	62
ENSG00000230631	0	0	1	0	0	0	0	0	1	0	0	0	470
ENSG00000226673	0	0	0	0	0	0	0	0	0	0	0	1	3697
ENSG00000237346	0	0	0	0	0	0	0	0	0	0	0	0	489
ENSG00000234540	0	0	0	0	0	0	0	0	0	0	0	0	405
ENSG00000229646	0	0	0	0	0	0	0	0	0	0	0	1	146
ENSG00000206960	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000234261	86	80	94	101	84	92	106	82	55	76	103	88	1735
ENSG00000216754	0	0	0	0	0	0	0	1	0	0	0	0	869
ENSG00000242989	0	0	0	0	0	0	0	0	0	0	0	0	254
ENSG00000264687	0	0	0	0	0	0	0	0	0	0	0	0	101
ENSG00000271888	51	55	60	60	64	48	48	43	50	46	57	47	1078
ENSG00000008083	1503	1390	1547	1298	1432	1554	1593	1505	1425	1413	1813	1857	6015
ENSG00000235488	1	8	8	1	10	7	9	2	6	10	5	5	455
ENSG00000201367	0	0	0	0	0	3	1	0	0	0	0	0	107
ENSG00000201519	0	0	0	0	0	0	0	0	0	0	0	0	106
ENSG00000277411	0	1	1	1	0	0	0	0	0	0	0	2	106
ENSG00000047579	423	443	418	495	433	455	512	443	471	549	659	637	3052
ENSG00000214027	36	47	33	37	30	24	10	20	18	18	6	11	534
ENSG00000232947	0	0	0	0	0	0	0	0	0	1	0	0	845
ENSG00000274212	0	0	0	0	0	0	0	0	0	0	0	0	234
ENSG00000217585	0	0	0	0	0	0	0	0	0	0	0	0	972
ENSG00000007944	1388	1098	1305	1138	1330	1387	1435	1347	1348	1291	1252	1495	3033
ENSG00000263712	7	8	8	5	15	11	10	10	5	4	1	7	69
ENSG00000218073	14	10	15	13	18	16	21	14	26	26	35	50	486
ENSG00000217078	20	23	25	12	38	24	26	27	28	26	24	29	386
ENSG00000216364	1	0	0	0	0	0	0	1	0	0	0	0	426
ENSG00000251831	0	0	0	0	0	0	0	1	0	0	0	0	107
ENSG00000207193	0	0	0	0	0	0	0	0	0	0	0	0	100
ENSG00000137198	654	647	710	683	989	948	977	1011	660	759	813	884	2232
ENSG00000282024	396	390	437	463	368	403	468	390	482	411	541	596	1667
ENSG00000124788	61	54	40	43	41	53	77	53	63	47	38	48	16487
ENSG00000281447	0	0	0	0	0	0	0	0	0	0	0	0	132
ENSG00000265642	0	0	0	0	0	0	0	0	0	0	0	0	80
ENSG00000229931	101	76	60	88	55	56	55	58	66	38	74	76	698
ENSG00000272341	348	282	330	349	309	300	329	295	293	303	251	303	2538
ENSG00000221492	0	0	0	0	0	0	0	0	0	0	0	0	65
ENSG00000277100	0	0	0	0	0	0	0	0	0	0	0	0	100
ENSG00000230873	0	0	0	0	0	0	0	0	0	0	0	0	2882
ENSG00000112183	0	0	0	0	0	0	0	0	0	0	0	0	3444
ENSG00000219314	0	0	0	0	0	0	0	0	0	0	0	0	754
ENSG00000112186	0	0	1	0	0	0	0	0	0	0	0	0	3637
ENSG00000184612	2	6	5	4	9	4	1	6	3	3	1	0	754
ENSG00000218359	0	0	0	0	0	0	0	0	0	0	0	0	272
ENSG00000137414	1025	959	1048	958	1023	1028	1109	970	1109	936	925	1021	4677
ENSG00000124789	8068	7428	7816	7236	6025	6794	6782	6513	7780	7201	6362	6954	6030
ENSG00000206881	3	3	3	5	3	0	3	3	0	4	2	2	102
ENSG00000272269	17	17	17	32	12	18	11	12	19	16	25	29	1088
ENSG00000201415	0	0	0	0	0	0	0	0	0	0	0	0	118
ENSG00000201442	0	0	0	0	0	0	0	0	0	0	0	0	99
ENSG00000137177	1288	1099	1386	1004	1070	1217	1210	1208	1181	1366	1400	1514	11006
ENSG00000220920	12	4	3	9	7	5	5	5	3	2	1	1	359
ENSG00000187566	0	0	0	0	0	0	0	0	0	0	0	0	1188
ENSG00000137364	1669	1477	1698	1501	1612	1461	1658	1518	1596	1630	1672	1548	3181
ENSG00000165097	1596	1351	1644	1441	1438	1370	1555	1429	1389	1567	1378	1506	4595
ENSG00000124795	11481	10135	11873	9491	9186	8616	9647	8748	10228	9890	7683	7968	4361
ENSG00000199715	0	0	1	0	0	0	0	0	0	0	0	0	102
ENSG00000278102	0	0	0	0	0	0	0	0	0	0	0	0	192
ENSG00000200681	0	0	0	0	0	0	0	0	0	0	0	0	107
ENSG00000217414	1	0	0	1	2	0	2	2	0	0	0	1	2007
ENSG00000218976	0	0	0	0	0	0	0	0	0	0	0	0	1314
ENSG00000137393	0	0	0	1	0	0	1	0	0	0	0	0	5175
ENSG00000207775	0	0	0	0	0	0	0	0	0	0	0	0	97
ENSG00000217379	0	0	0	0	0	0	0	0	0	0	0	0	466
ENSG00000231662	0	0	0	0	0	0	0	0	0	0	0	0	381
ENSG00000218643	0	0	0	0	0	0	0	0	0	0	0	0	896
ENSG00000201523	0	0	0	0	0	0	0	0	0	0	0	0	136
ENSG00000226786	0	0	0	0	0	0	0	0	0	0	0	0	794
ENSG00000214012	1	0	0	0	0	0	0	0	0	0	0	0	1282
ENSG00000217314	0	0	0	0	0	0	0	0	0	0	0	0	385
ENSG00000200957	0	0	0	0	0	0	0	0	0	0	0	0	105
ENSG00000237404	0	0	0	0	0	0	0	0	0	0	0	0	357
ENSG00000227116	0	0	0	0	0	0	0	0	0	0	0	0	470
ENSG00000228412	0	0	0	0	0	0	0	0	1	0	0	0	2301
ENSG00000172201	0	0	0	0	0	0	0	0	0	0	0	0	2344
ENSG00000229700	0	0	0	0	5	1	3	1	0	1	0	1	486
ENSG00000172197	186	160	201	156	216	195	239	184	168	169	158	190	1794
ENSG00000227803	0	1	0	5	0	1	1	0	0	0	0	0	380
ENSG00000112242	3398	3087	3456	2994	2881	2990	2917	2764	3215	3265	3044	3355	5164
ENSG00000240869	2	0	3	0	0	0	1	0	2	2	10	8	305
ENSG00000281428	0	0	0	0	0	0	0	0	0	0	0	0	64
ENSG00000252949	6	5	19	9	12	7	8	10	8	7	7	8	84
ENSG00000224707	5	5	11	9	1	9	6	9	11	11	10	11	400
ENSG00000222431	0	0	0	1	0	0	1	0	2	2	4	0	105
ENSG00000201683	0	0	0	0	0	0	0	0	0	0	0	0	102
ENSG00000145996	817	667	846	639	595	661	630	676	631	651	660	698	4602
ENSG00000225832	0	0	0	0	0	0	0	0	0	0	0	5	332
ENSG00000233848	0	2	1	2	0	1	0	2	0	1	5	3	614
ENSG00000252046	0	0	0	0	1	1	0	0	1	3	0	0	95
ENSG00000227089	0	0	0	0	0	0	0	0	0	0	0	0	386
ENSG00000280989	0	0	0	0	0	0	0	0	0	0	0	0	990
ENSG00000231754	0	0	0	0	0	0	0	0	0	0	0	0	543
ENSG00000124766	1	1	3	0	0	2	2	1	2	0	2	0	5851
ENSG00000220771	0	0	0	0	0	0	0	0	0	0	0	0	256
ENSG00000272168	2	1	0	2	1	3	7	1	0	0	1	1	11161
ENSG00000280443	0	0	0	0	0	0	0	0	0	0	0	0	202
ENSG00000222515	0	0	0	0	0	0	0	0	0	0	0	0	375
ENSG00000260455	0	0	0	0	0	0	0	0	0	0	0	0	1940
ENSG00000219404	0	0	0	0	0	0	0	0	0	0	0	0	604
ENSG00000261568	0	0	0	0	0	0	0	0	0	0	0	0	1615
ENSG00000260049	0	0	0	0	0	0	0	0	0	0	0	0	341
ENSG00000172179	0	0	0	0	0	0	0	0	0	0	0	0	1364
ENSG00000112273	10	10	6	11	4	5	4	10	4	7	10	11	2174
ENSG00000228772	3	1	3	0	1	1	3	1	0	2	0	1	743
ENSG00000233358	0	0	0	0	0	0	0	0	0	0	0	0	871
ENSG00000218476	0	0	0	0	0	0	0	0	0	0	0	0	867
ENSG00000207394	0	0	0	0	0	0	0	0	0	0	0	0	107
ENSG00000235743	0	0	0	0	0	0	0	0	0	0	0	0	312
ENSG00000219453	0	0	0	0	0	0	0	0	0	0	0	0	279
ENSG00000278128	0	0	0	0	0	0	0	0	0	0	0	0	1014
ENSG00000218512	0	0	0	0	0	0	0	0	0	0	0	0	121
ENSG00000220748	0	0	0	0	0	0	0	0	0	0	0	0	1063
ENSG00000219582	0	0	0	0	0	0	0	0	0	0	0	0	610
ENSG00000152954	0	0	0	0	0	0	0	0	0	0	0	0	4185
ENSG00000251830	0	0	0	0	0	0	0	0	0	0	0	0	102
ENSG00000146038	0	0	5	0	2	0	0	0	0	0	0	1	4996
ENSG00000146049	0	0	0	0	0	0	0	0	0	0	0	0	1382
ENSG00000202050	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000124532	2046	1708	2059	1593	1722	1640	1750	1597	1767	1786	1693	1973	5133
ENSG00000112293	63	70	52	45	45	54	52	36	68	70	51	62	4919
ENSG00000112294	1011	921	947	797	796	862	875	765	848	832	879	1011	5525
ENSG00000137261	4	0	0	1	0	1	2	0	0	3	1	0	7172
ENSG00000218186	0	0	0	0	0	0	0	0	0	0	0	0	1458
ENSG00000280713	0	0	0	0	0	0	0	0	0	0	0	0	133
ENSG00000111802	1457	1174	1400	1048	1063	1051	1170	1081	1143	1140	1143	1097	3082
ENSG00000112304	506	456	522	470	349	395	456	390	456	475	649	676	4394
ENSG00000272345	18	22	21	11	10	16	13	15	6	7	12	7	887
ENSG00000112308	4795	4460	5104	4132	4404	4105	4287	4038	4267	4341	4368	4815	4134
ENSG00000272402	10	8	4	11	14	10	8	6	14	11	6	6	405
ENSG00000224164	0	0	0	0	0	0	0	0	0	0	0	0	557
ENSG00000218806	0	0	0	0	0	0	0	0	0	0	0	0	562
ENSG00000112312	3270	2847	3572	2693	2747	2574	2788	2719	2942	2908	2636	2725	2476
ENSG00000260286	0	1	0	3	0	0	1	0	1	0	1	0	814
ENSG00000282804	0	0	0	0	0	0	0	0	0	0	0	0	654
ENSG00000111913	0	0	0	2	1	2	1	0	0	0	2	0	8018
ENSG00000263391	0	0	0	0	0	0	0	0	0	0	0	0	99
ENSG00000217083	0	0	0	0	0	0	0	0	0	0	0	0	465
ENSG00000214975	54	40	52	37	48	31	28	34	18	28	31	34	499
ENSG00000272053	3	2	0	0	0	0	1	0	2	0	0	0	1030
ENSG00000220517	2	2	0	0	1	0	1	0	0	0	1	0	1237
